account_id,industry,region,country,use_case
0013c00001tNCZUAA4,eCommerce-Physical goods,N. America,Canada,
001C000000s2wPMIAY,Other,N. America,United States,
0013n00001t5RCTAA2,Banks & lenders,N. America,United States,
0013n00001t5RCvAAM,Banks & lenders,N. America,United States,
0013c00001nQmBWAA0,Other,EMEA,Poland,
0013c00001nlB2vAAE,eCommerce-Digital goods,EMEA,United Kingdom,
0013c00001tNCb0AAG,eCommerce-Physical goods,N. America,United States,
001C000000s2wPaIAI,Other,N. America,United States,
0013n00001t5RDFAA2,Banks & lenders,N. America,United States,
001C000000s2wQRIAY,Other,N. America,United States,
0013c00001q0IUHAA2,eCommerce-Digital goods,EMEA,United Kingdom,
001C000000s2wRrIAI,Other,N. America,United States,
001C000000s2wSCIAY,Other,N. America,United States,
0013c00001tNCh9AAG,eCommerce-Physical goods,N. America,United States,
001C000000s2wSlIAI,Insurance,N. America,United States,
0013c00001tNChhAAG,eCommerce-Physical goods,N. America,United States,
0013c00001tNCi5AAG,eCommerce-Physical goods,N. America,United States,
0013c00001tNCiUAAW,eCommerce-Physical goods,N. America,United States,
0013n00001t6FfEAAU,eCommerce-Physical goods,N. America,Canada,
0013c00001s1ydoAAA,eCommerce-Travel & hospitality,EMEA,Estonia,
0013c00001s1zB7AAI,eCommerce-Digital goods,EMEA,United Kingdom,
0013c00001s257zAAA,Other,EMEA,United Kingdom,
001C000000smqeYIAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tLjj2AAC,eCommerce-Physical goods,EMEA,France,
001C000000smqegIAA,eCommerce-Physical goods,N. America,United States,
001C000000smqfeIAA,Other,N. America,United States,
001C000000smqgqIAA,eCommerce-Physical goods,N. America,United States,
0013c00001tNCzBAAW,Banks & lenders-Other,N. America,United States,
0013c00001tOE49AAG,eCommerce-Physical goods,EMEA,France,
0013c00001ty3pmAAA,eCommerce-Physical goods,EMEA,Netherlands,
0013c00001tNCzOAAW,Banks & lenders-Other,N. America,United States,
0013c00001tNChWAAW,eCommerce-Physical goods,N. America,United States,
0013c00001r8GEuAAM,Payments,EMEA,Bulgaria,
0013c00001tNCm2AAG,eCommerce-Physical goods,N. America,United States,
0013c00001tNCmqAAG,Banks & lenders-Other,N. America,United States,
0013c00001tNCnAAAW,Banks & lenders-Online Lenders,N. America,United States,
0013c00001tNCoRAAW,Banks & lenders-Other,N. America,United States,
001C000000smqf7IAA,eCommerce-Physical goods,N. America,United States,
0013c00001tNDWgAAO,Payments,EMEA,United Kingdom,
0013c00001tNG2QAAW,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001tNCt8AAG,Banks & lenders,N. America,United States,
0013c00001tNMCBAA4,eCommerce-Physical goods,EMEA,Italy,
0013c00001tNCtHAAW,Banks & lenders-Other,N. America,United States,
0013c00001tNCtgAAG,Banks & lenders-Online Lenders,N. America,United States,
0013n00001t6FmFAAU,Other,N. America,United States,
001C000000smqhRIAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tNCtyAAG,Banks & lenders-Other,N. America,United States,
001C000000snAOfIAM,Other,N. America,United States,
001C000000snARtIAM,Other,N. America,United States,
0013c00001tNCuxAAG,Banks & lenders-Other,N. America,United States,
0013c00001tNdhUAAS,Payments,EMEA,Austria,
001C000000snASAIA2,Banks & lenders,N. America,United States,
0013c00001tNCvPAAW,Banks & lenders,N. America,United States,
0013c00001tNCzCAAW,Banks & lenders,N. America,United States,
0013c00001txNdhAAE,Payments,EMEA,United Kingdom,
001C000000snAStIAM,Other,N. America,United States,
0013c00001tNCzLAAW,Banks & lenders-Online Lenders,N. America,United States,
001C000000snAT6IAM,Other,N. America,United States,
001C000000snATAIA2,eCommerce-Physical goods,N. America,United States,
001C000000snATNIA2,Banks & lenders,N. America,United States,
0013c00001tNCzvAAG,Banks & lenders-Other,N. America,United States,
0013c00001ty3qPAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty3qyAAA,eCommerce-Physical goods,EMEA,Spain,
0013c00001ty3r8AAA,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty3rEAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
001C000000snAUAIA2,Banks & lenders-Online Lenders,N. America,United States,
001C000000snAUpIAM,eCommerce-Physical goods,N. America,United States,
0013c00001ty3s2AAA,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty3teAAA,eCommerce-Physical goods,EMEA,France,
0013c00001tND6UAAW,Banks & lenders-Other,N. America,United States,
0013c00001tND6ZAAW,Banks & lenders-Online Lenders,N. America,United States,
0013c00001tND6hAAG,Banks & lenders,N. America,United States,
0013c00001tND75AAG,Banks & lenders-Other,N. America,United States,
0013c00001ty3tvAAA,eCommerce-Physical goods,EMEA,Sweden,
0013c00001tND7fAAG,Banks & lenders-Online Lenders,N. America,United States,
0013c00001ty3vxAAA,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty3wSAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty3yYAAQ,eCommerce-Physical goods,EMEA,Spain,
0013c00001ty45MAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty46BAAQ,eCommerce-Physical goods,EMEA,Saudi Arabia,
001C000001NkKy8IAF,Telephony Technology,N. America,United States,
001C000000snAX3IAM,Payments,N. America,United States,
001C000001kgGfDIAU,eCommerce-Marketplaces,N. America,United States,
001C000001kgRDYIA2,Telephony Technology,N. America,United States,
001C000001kgcZmIAI,Other,N. America,United States,
0013c00001tND9EAAW,Banks & lenders-Other,N. America,United States,
0013c00001tNDD6AAO,Banks & lenders-Other,N. America,Canada,
0013c00001tNDDqAAO,Banks & lenders,N. America,United States,
001C000001P3A9UIAV,eCommerce-Physical goods,N. America,United States,
001C000001PS2oNIAT,Banks & lenders-Online Lenders,N. America,United States,
001C000001mXF1BIAW,eCommerce-Physical goods,N. America,United States,
001C000001nJTfDIAW,eCommerce-Physical goods,N. America,United States,
001C000001o12iLIAQ,Other,N. America,United States,
001C000000tixUAIAY,Other,N. America,United States,
001C000000uhYaIIAU,Other,N. America,United States,
001C000000uhaTIIAY,Other,N. America,United States,
0013c00001tNDJfAAO,Banks & lenders-Other,N. America,United States,
0013c00001tNDJjAAO,Banks & lenders-Other,N. America,United States,
0013c00001tNDKLAA4,Banks & lenders,N. America,United States,
0013c00001tNDKUAA4,Banks & lenders-Other,N. America,United States,
0013c00001tNDKmAAO,Banks & lenders-Other,N. America,United States,
0013c00001tNDLMAA4,Banks & lenders,N. America,United States,
0013c00001tNDLkAAO,Banks & lenders-Other,N. America,Canada,
001C000000v5aPrIAI,eCommerce-Physical goods,N. America,United States,
0013c00001tNDSVAA4,Banks & lenders-Online Lenders,N. America,United States,
001C000000vVejtIAC,Other,N. America,United States,
0013c00001tNDVbAAO,Payments,N. America,Canada,
001C000000vWpBXIA0,Other,N. America,United States,
001C000001PSPS9IAP,Other,N. America,United States,
001C000001PSPSPIA5,Other,N. America,United States,
001C000001PSbeEIAT,Other,N. America,United States,
001C000001PSrFWIA1,Other,N. America,United States,
001C000001PcWjhIAF,Banks & lenders-Online Lenders,N. America,Canada,
001C000001PvK6FIAV,eCommerce-Physical goods,N. America,United States,
001C000001PvbMRIAZ,eCommerce-Physical goods,N. America,Canada,
001C000001Pw56MIAR,eCommerce-Physical goods,N. America,United States,
001C000001QB5NYIA1,Other,N. America,United States,
001C000001QCjhzIAD,eCommerce-Physical goods,N. America,United States,
001C000000snARXIA2,Other,N. America,United States,
0013c00001tND06AAG,Banks & lenders,N. America,United States,
0013c00001tND0NAAW,Banks & lenders-Other,N. America,United States,
0013c00001tND0VAAW,Banks & lenders-Other,N. America,United States,
0013c00001tND0ZAAW,Banks & lenders,N. America,United States,
001C000000snASwIAM,Other,N. America,United States,
0013c00001tND1CAAW,Banks & lenders,N. America,United States,
0013c00001tND1OAAW,Banks & lenders-Online Lenders,N. America,United States,
001C000000snAU5IAM,Banks & lenders,N. America,United States,
0013c00001tND24AAG,Banks & lenders-Online Lenders,N. America,United States,
001C000000snAUPIA2,Consumer Marketplaces,N. America,United States,
001C000000snAUfIAM,Telephony Technology,N. America,United States,
0013c00001ty3sOAAQ,eCommerce-Physical goods,EMEA,Netherlands,
001C000000snAUsIAM,Telephony Technology,N. America,United States,
0013c00001ty3thAAA,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty3u7AAA,eCommerce-Physical goods,EMEA,Germany,
0013c00001ty3wnAAA,eCommerce-Physical goods,EMEA,Saudi Arabia,
0013c00001ty3xMAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty3zVAAQ,eCommerce-Physical goods,EMEA,United Kingdom,
0013c00001ty3zhAAA,eCommerce-Physical goods,EMEA,France,
0013c00001ty3zqAAA,eCommerce-Physical goods,EMEA,Spain,
0013c00001ty414AAA,eCommerce-Physical goods,EMEA,Germany,
0013c00001ty418AAA,eCommerce-Physical goods,EMEA,Netherlands,
0013c00001ty44JAAQ,eCommerce-Physical goods,EMEA,Russia,
0013c00001ty44lAAA,eCommerce-Physical goods,EMEA,Italy,
0013c00001ty45yAAA,eCommerce-Physical goods,EMEA,Czech Republic,
001C000001NlAMFIA3,Banks & lenders,N. America,United States,
001C000001OHDIFIA5,Banks & lenders-Other Fintech,N. America,United States,
001C000001OL21dIAD,Insurance,N. America,United States,
001C000001OTuHOIA1,eCommerce-Physical goods,N. America,United States,
001C000001P1OTZIA3,Other,N. America,United States,
001C000001jirW7IAI,eCommerce-Physical goods,N. America,United States,
001C000000snAWiIAM,Telephony Technology,N. America,United States,
001C000000snAX7IAM,Other,N. America,United States,
001C000000snAXGIA2,Other,N. America,United States,
001C000001kh3NFIAY,eCommerce-Physical goods,N. America,United States,
001C000001l9F4YIAU,Other,N. America,United States,
0013c00001tND91AAG,Banks & lenders-Other,N. America,United States,
0013c00001tNDDIAA4,Banks & lenders-Other,N. America,United States,
0013c00001tNDFcAAO,Banks & lenders,N. America,United States,
0013c00001tNDJUAA4,Banks & lenders-Other,N. America,Canada,
001C000001P1z2vIAB,Other,N. America,United States,
001C000001P4RvYIAV,Other,N. America,United States,
001C000001P4hopIAB,Other,N. America,United States,
001C000001PMErAIAX,Telephony Technology,N. America,United States,
001C000001PMG0cIAH,Other,N. America,United States,
001C000001PPQ8AIAX,Other,N. America,United States,
001C000001PS338IAD,Other,N. America,United States,
001C000001PS64UIAT,Other,N. America,Canada,
001C000001m08cMIAQ,Other,N. America,United States,
001C000001m0rlLIAQ,Other,N. America,United States,
001C000001mXuUpIAK,Other,N. America,United States,
001C000001mg8kvIAA,eCommerce-Physical goods,N. America,United States,
001C000000tiVKWIA2,Other,N. America,United States,
001C000000uhtwmIAA,Telephony Technology,N. America,United States,
001C000000uiB3uIAE,Other,N. America,United States,
001C000000uiWefIAE,Other,N. America,United States,
0013c00001tNDKTAA4,Banks & lenders-Other,N. America,United States,
001C000000uiWsLIAU,Telephony Technology,N. America,United States,
001C000000uiXE5IAM,Other,N. America,United States,
0013c00001tNDRMAA4,Banks & lenders,N. America,United States,
0013c00001tNDRdAAO,Banks & lenders,N. America,United States,
001C000000v5WVXIA2,Other,N. America,United States,
001C000000v5tUeIAI,Insurance,N. America,United States,
001C000000v5u6kIAA,Banks & lenders-Other Fintech,N. America,United States,
001C000000v6NvgIAE,Other,N. America,United States,
001C000000v6RqHIAU,Other,N. America,United States,
0013c00001tNDVoAAO,Payments,N. America,United States,
001C000000vXS0NIAW,Other,N. America,United States,
001C000001PSPS8IAP,Other,N. America,United States,
001C000001PTGL5IAP,eCommerce-Physical goods,N. America,United States,
001C000001PwjC2IAJ,eCommerce-Physical goods,N. America,United States,
001C000001Pxj3RIAR,Telephony Technology,N. America,United States,
001C000001QBO9aIAH,eCommerce-Physical goods,N. America,United States,
001C000001QmaHdIAJ,eCommerce-Physical goods,N. America,United States,
001C000001R78hUIAR,Other,N. America,United States,
001C000000vZc1MIAS,Other,N. America,United States,
0013c00001tNDb3AAG,Banks & lenders-Online Lenders,N. America,Canada,
0013c00001twgwgAAA,Other,N. America,United States,
0013c00001tx1UqAAI,eCommerce-Physical goods,N. America,United States,
001C000000vswoqIAA,eCommerce-Physical goods,N. America,United States,
001C000000vt0msIAA,Banks & lenders-Other,N. America,United States,
0013c00001tx1VFAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx1VRAAY,eCommerce-Physical goods,N. America,United States,
001C000000vt0nsIAA,eCommerce-Physical goods,N. America,United States,
001C000000vt0oBIAQ,eCommerce-Physical goods,N. America,United States,
001C000000vt0oFIAQ,eCommerce-Physical goods,N. America,United States,
001C000000vt0ofIAA,Banks & lenders-Other,N. America,United States,
001C000001QETEWIA5,eCommerce-Physical goods,N. America,United States,
001C000001QETEeIAP,eCommerce-Physical goods,N. America,United States,
001C000001QEYj7IAH,eCommerce-Physical goods,N. America,United States,
001C000001Qro88IAB,eCommerce-Physical goods,N. America,United States,
001C000001QsnzoIAB,Other,N. America,United States,
0013c00001tNDamAAG,eCommerce-Physical goods,N. America,Canada,
0013c00001tNh07AAC,Other,N. America,United States,
001C000000vrTNwIAM,eCommerce-Physical goods,N. America,United States,
0013c00001tOsYFAA0,Other,N. America,United States,Consumer account opening;Lead/Application Validation & Optimization
0013c00001tx1VGAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx1VKAAY,eCommerce-Physical goods,N. America,United States,
001C000000vt0myIAA,eCommerce-Travel & hospitality,N. America,United States,
001C000000vt0o3IAA,eCommerce-Physical goods,N. America,United States,
001C000000vt0oCIAQ,eCommerce-Travel & hospitality,N. America,United States,
0013c00001tx1WfAAI,eCommerce-Physical goods,N. America,United States,
001C000000vt0pDIAQ,Telephony Technology,N. America,United States,
001C000000vt0pHIAQ,Banks & lenders-Other,N. America,United States,
001C000000vt0pLIAQ,Banks & lenders,N. America,United States,
0013c00001tx1Y3AAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx1YJAAY,eCommerce-Physical goods,N. America,United States,
001C000000vt0r1IAA,Insurance,N. America,United States,
0013c00001tx1YgAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx1Z0AAI,eCommerce-Physical goods,N. America,United States,
001C000000vt0rLIAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1bDAAQ,eCommerce-Physical goods,N. America,United States,
001C000000vt0uDIAQ,Other,N. America,United States,
0013c00001tx1dSAAQ,eCommerce-Physical goods,N. America,United States,
001C000000wPX9uIAG,Other,N. America,United States,
0013c00001tx1fqAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1gcAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1ggAAA,eCommerce-Physical goods,N. America,United States,
001C000001R8RUcIAN,Consumer Marketplaces,N. America,United States,
001C000001R8RUcIAN,Consumer Marketplaces,N. America,United States,
001C000001RojtDIAR,Consumer Marketplaces,N. America,United States,
001C000001SAGSuIAP,Other,N. America,United States,
001C000001SBdbjIAD,eCommerce-Physical goods,N. America,United States,
001C000001SXOc8IAH,eCommerce-Physical goods,N. America,United States,
001C000001SbIiAIAV,Banks & lenders-Other Fintech,N. America,United States,
001C000001SnBf2IAF,Other,N. America,United States,
001C000001SnaDCIAZ,Telephony Technology,N. America,United States,
001C000001TJnSXIA1,Banks & lenders-Other,N. America,United States,
001C000001TLKTYIA5,Other,N. America,United States,
001C000001TXNe8IAH,eCommerce-Physical goods,N. America,United States,
001C000001UA7x1IAD,eCommerce-Physical goods,N. America,United States,
001C000001UALrgIAH,eCommerce-Physical goods,N. America,United States,
001C000000wyvIVIAY,Banks & lenders,N. America,United States,
001C000000xDrgDIAS,Other,N. America,United States,
001C000001UFvQgIAL,Other,N. America,United States,
001C000000xDrh9IAC,eCommerce-Physical goods,N. America,United States,
001C000000xDri9IAC,Banks & lenders,N. America,United States,
001C000001UHeP9IAL,Banks & lenders-Online Lenders,N. America,United States,
0013c00001tx1o8AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1pxAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1qHAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1s9AAA,eCommerce-Physical goods,N. America,United States,
001C000000yVNx4IAG,eCommerce-Physical goods,N. America,United States,
0013c00001tx1t4AAA,eCommerce-Physical goods,N. America,United States,
001C000000yVNxiIAG,eCommerce-Physical goods,N. America,United States,
0013c00001tx1tCAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1tOAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1tuAAA,eCommerce-Physical goods,N. America,United States,
001C000000yVNz7IAG,eCommerce-Physical goods,N. America,United States,
0013c00001tx1uhAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1utAAA,eCommerce-Physical goods,N. America,United States,
001C000000zAbSMIA0,eCommerce-Physical goods,N. America,United States,
001C000000zEKpRIAW,Telephony Technology,N. America,United States,
001C000000zTEm1IAG,Other,N. America,United States,
001C000000zV9CVIA0,Other,N. America,United States,
001C000000zu3ZEIAY,Banks & lenders-Other,N. America,Canada,
001C000001038iyIAA,Other,N. America,United States,
001C00000103z8uIAA,eCommerce-Physical goods,N. America,United States,
001C00000103z97IAA,Payments,N. America,United States,
001C000001064oQIAQ,Other,N. America,United States,
001C000001064odIAA,eCommerce-Physical goods,N. America,United States,
001C0000010RzCWIA0,Telephony Technology,N. America,United States,
001C0000010RzDQIA0,Other,N. America,United States,
001C0000010RzHQIA0,eCommerce-Physical goods,N. America,United States,
001C0000010RzJBIA0,Other,N. America,United States,
001C0000010SJQGIA4,eCommerce-Physical goods,N. America,United States,
001C0000010Vdo3IAC,Other,N. America,United States,
001C0000011PzgEIAS,Other,N. America,United States,
001C0000011lLNAIA2,Other,N. America,United States,
001C0000011mJ5dIAE,Other,N. America,United States,
0013c00001tx1vbAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1WrAAI,eCommerce-Physical goods,N. America,United States,
001C000000vt0pUIAQ,Banks & lenders-Other,N. America,United States,
001C000000vt0qIIAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1Y2AAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx1Z7AAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx1ZuAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx1bdAAA,eCommerce-Physical goods,N. America,United States,
001C000000vt0tfIAA,Banks & lenders-Other,N. America,United States,
001C000000vt0tlIAA,Banks & lenders-Other,N. America,United States,
001C000000vtOIfIAM,eCommerce-Physical goods,N. America,United States,
0013c00001tx1fRAAQ,eCommerce-Physical goods,N. America,United States,
001C000001RdicAIAR,Other,N. America,United States,
001C000001S8xe9IAB,Other,N. America,Canada,
001C000001SjtpTIAR,eCommerce-Physical goods,N. America,United States,
001C000001Sl7EOIAZ,eCommerce-Physical goods,N. America,United States,
001C000001SlT3UIAV,Other,N. America,United States,
001C000001TITKpIAP,eCommerce-Digital goods,N. America,United States,
001C000001TKpo8IAD,Insurance,N. America,United States,
001C000001TLI7LIAX,Other,N. America,United States,
0013c00001tx1iTAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1jBAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1jNAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1jpAAA,eCommerce-Physical goods,N. America,United States,
001C000001UEsSWIA1,eCommerce-Physical goods,N. America,United States,
001C000001UFnDaIAL,Banks & lenders-Online Lenders,N. America,United States,
001C000001UFtqxIAD,eCommerce-Physical goods,N. America,United States,
0013c00001tx1kXAAQ,eCommerce-Physical goods,N. America,United States,
001C000000wzRZ0IAM,Banks & lenders,N. America,United States,
001C000001UG5KgIAL,Other,N. America,United States,
001C000000xDrhoIAC,Other,N. America,United States,
001C000000xEWYzIAO,Banks & lenders,N. America,United States,
001C000000xEdaGIAS,eCommerce-Physical goods,N. America,United States,
0013c00001tx1mFAAQ,eCommerce-Physical goods,N. America,United States,
001C000001UHeB1IAL,Banks & lenders-Online Lenders,N. America,United States,
001C000000xYH5jIAG,eCommerce-Physical goods,N. America,United States,
0013c00001tx1pIAAQ,eCommerce-Physical goods,N. America,United States,
001C000000yVNtwIAG,eCommerce-Physical goods,N. America,United States,
001C000000yVNvPIAW,eCommerce-Physical goods,N. America,United States,
0013c00001tx1rkAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1svAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1tJAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1ttAAA,eCommerce-Physical goods,N. America,United States,
001C000000yVNzAIAW,eCommerce-Physical goods,N. America,United States,
0013c00001tx1usAAA,eCommerce-Physical goods,N. America,United States,
001C000000zRiswIAC,eCommerce-Physical goods,N. America,United States,
001C000000zSEpCIAW,eCommerce-Travel & hospitality,N. America,United States,
001C000000zV916IAC,Other,N. America,United States,
001C000000zV9C7IAK,Other,N. America,United States,
001C000000zV9CQIA0,eCommerce-Physical goods,N. America,United States,
001C000000zV9CyIAK,Other,N. America,United States,
001C000000zu3YIIAY,Other,N. America,United States,
001C000000zu3YfIAI,Other,N. America,United States,
001C00000102qBIIAY,Other,N. America,United States,
001C00000103z7QIAQ,Other,N. America,United States,
001C00000106jM4IAI,eCommerce-Physical goods,N. America,United States,
001C0000010RzAfIAK,Other,N. America,United States,
001C0000010RzB1IAK,eCommerce-Physical goods,N. America,United States,
001C0000010RzEsIAK,eCommerce-Travel & hospitality,N. America,United States,
001C0000010RzGXIA0,eCommerce-Physical goods,N. America,United States,
001C0000010RzKaIAK,eCommerce-Physical goods,N. America,Canada,
001C0000010RzLXIA0,Other,N. America,United States,
001C0000012yGUWIA2,Other,N. America,United States,
0013c00001tx1v8AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx1wYAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1zXAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx1zvAAA,eCommerce-Physical goods,N. America,United States,
001C000001Uun60IAB,eCommerce-Physical goods,N. America,United States,
0013c00001tx20RAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx20dAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx20pAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx20xAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx219AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx21HAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx21UAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx21oAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx228AAA,eCommerce-Physical goods,N. America,United States,
001C000001VJsymIAD,Banks & lenders-Other,N. America,United States,
0013c00001tx23WAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx23eAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx24EAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx250AAA,eCommerce-Physical goods,N. America,United States,
001C000001VLr8qIAD,Other,N. America,United States,
001C000001VMc0sIAD,Banks & lenders-Other,N. America,United States,
0013c00001tx25aAAA,eCommerce-Physical goods,N. America,United States,
001C000001UuYy8IAF,Banks & lenders-Online Lenders,N. America,United States,
001C000001UvOrGIAV,Telephony Technology,N. America,United States,
0013c00001tx20mAAA,eCommerce-Physical goods,N. America,United States,
001C000001VJURVIA5,Other,N. America,United States,
001C000001VMTbQIAX,Other,N. America,United States,
0013c00001tx21hAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx22dAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx23PAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx23rAAA,eCommerce-Physical goods,N. America,United States,
001C000001VggL4IAJ,Banks & lenders-Online Lenders,N. America,United States,
0013c00001tx27JAAQ,eCommerce-Physical goods,N. America,United States,
0013c00001tx285AAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx28rAAA,eCommerce-Physical goods,N. America,United States,
0013c00001tx2AgAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2AwAAI,eCommerce-Physical goods,N. America,United States,
001C000001Vi8gXIAR,eCommerce-Physical goods,N. America,United States,
0013c00001tx2CsAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2DiAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2E6AAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2EkAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2F8AAI,eCommerce-Physical goods,N. America,United States,
001C000001WGUAGIA5,eCommerce-Physical goods,N. America,United States,
001C000001WGUL8IAP,eCommerce-Physical goods,N. America,United States,
0013c00001tx2FSAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2FvAAI,eCommerce-Physical goods,N. America,United States,
001C0000013pwVQIAY,Other,N. America,United States,
001C000001WGeCDIA1,eCommerce-Physical goods,N. America,United States,
001C000001WGy6QIAT,Banks & lenders-Online Lenders,N. America,United States,
0013c00001tx2GZAAY,eCommerce-Physical goods,N. America,United States,
001C000001WH3iIIAT,eCommerce-Physical goods,N. America,United States,
001C000001WHh3YIAT,Banks & lenders-Other,N. America,United States,
001C000001WIXFBIA5,Other,N. America,United States,
0013c00001tx2I3AAI,eCommerce-Physical goods,N. America,United States,
001C000001WJt0aIAD,eCommerce-Physical goods,N. America,United States,
001C0000015GHZsIAO,Other,N. America,United States,
001C000001WsntnIAB,Other,N. America,United States,
0013c00001tx2IdAAI,eCommerce-Physical goods,N. America,United States,
001C0000015HrqjIAC,Other,N. America,United States,
0013c00001tx2JHAAY,eCommerce-Physical goods,N. America,United States,
001C0000015Hv5JIAS,Banks & lenders,N. America,United States,
0013c00001tx2JvAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2JzAAI,eCommerce-Physical goods,N. America,United States,
001C000001XsxE8IAJ,Banks & lenders,N. America,United States,
001C0000015JS2dIAG,Insurance,N. America,United States,
001C0000015SoL0IAK,Other,N. America,United States,
001C0000015TOfNIAW,Telephony Technology,N. America,United States,
0013c00001tx2KxAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2L5AAI,eCommerce-Physical goods,N. America,United States,
001C0000015WFjzIAG,Consumer Marketplaces,N. America,United States,
001C000001YRXGUIA5,Other,N. America,United States,
001C0000015WFkTIAW,eCommerce-Physical goods,N. America,United States,
0013c00001tx2NFAAY,eCommerce-Physical goods,N. America,United States,
001C000001YSqQwIAL,eCommerce-Physical goods,N. America,United States,
001C0000015WFkmIAG,eCommerce-Physical goods,N. America,United States,
0013c00001tx2PJAAY,eCommerce-Physical goods,N. America,United States,
001C000001YUIwnIAH,eCommerce-Physical goods,N. America,United States,
0013c00001tx2PyAAI,eCommerce-Physical goods,N. America,United States,
001C000001ZmDTiIAN,Other,N. America,United States,
001C000001ZmIxKIAV,eCommerce-Physical goods,N. America,United States,
001C000001ZmXZjIAN,Banks & lenders-Other Fintech,N. America,United States,
001C000001ZmeusIAB,Banks & lenders-Other,N. America,United States,
0013c00001tx2RPAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2SBAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2SJAAY,eCommerce-Physical goods,N. America,United States,
001C0000015WFpaIAG,eCommerce-Physical goods,N. America,United States,
001C000001ZniOlIAJ,Other,N. America,United States,
001C0000015zbnFIAQ,Other,N. America,United States,
0013c00001tx2TbAAI,eCommerce-Physical goods,N. America,United States,
0013c00001tx2U3AAI,eCommerce-Physical goods,N. America,United States,
001C000001ZpCCtIAN,eCommerce-Physical goods,N. America,United States,
001C00000169wcVIAQ,Other,N. America,United States,
0013c00001tx2VEAAY,eCommerce-Physical goods,N. America,United States,
0013c00001tx2VIAAY,eCommerce-Physical goods,N. America,United States,
001C0000016CTHQIA4,Other,N. America,United States,
0013c00001tx2W8AAI,eCommerce-Physical goods,N. America,United States,
